duration,actor_2_name,actor_1_facebook_likes,actor_1_name,plot_keywords,num_user_for_reviews,country,title_year,actor_2_facebook_likes,movie_facebook_likes
116,Indira Varma,844,Charlotte Rampling,drugs|murder|psychiatrist|scotland yard|sex,313,UK,2006,729,764
115,50 Cent,13000,Sylvester Stallone,cia agent|escape|muslim|prison|ship,279,USA,2013,1000,34000
99,Luke Newberry,576,Roxanne McKee,ancient greece|forbidden love|hercules|king|slavery,202,USA,2014,358,12000
124,Bruce McGill,11000,Morgan Freeman,analyst|cia|nuclear bomb|nuclear weapons|russia,568,USA,2002,655,0
124,Kristen Stewart,21000,Robert Pattinson,friendship|graduation|revenge|vampire|werewolf,498,USA,2010,17000,29000
124,Marlon Brando,22000,Robert De Niro,partner|running|scepter|surveillance|thief,445,USA,2001,10000,0
87,Miranda Cosgrove,7000,Steve Carell,girl|minion|moon|pyramid|white picket fence,296,USA,2010,2000,31000
105,Robert Blake,584,Vincent Pastore,bare breasts|breast|loan shark|subway|train,62,USA,1995,220,617
125,Morgan Freeman,14000,Liam Neeson,baby|f word|fight|lawyer|marriage,229,USA,2015,11000,30000
141,Ashraf Barhom,614,Max Minghella,christian|love|philosophy|prefect|slave,172,Spain,2009,451,29000
121,Wes Studi,1000,Janeane Garofalo,bowling|rajah|sphinx|spleen|superhero,435,USA,1999,855,0
111,Larry Joe Campbell,966,Jenna Fischer,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage,143,USA,2011,919,10000
157,Rip Torn,14000,Al Pacino,cbs|cbs news|research|tobacco|whistleblower,521,USA,1999,826,0
117,Abraham Benrubi,788,Michael Raymond-James,1950s|coast guard|oil tanker|sinking ship|survival,113,USA,2016,562,12000
128,Simon McBurney,29000,Leonardo DiCaprio,cia|jordan|middle east|spy|terrorist,263,USA,2008,149,0
114,Stephanie Szostak,7000,Steve Carell,dinner|diorama|idiot|irs|mouse,264,USA,2010,1000,0
105,Dominic Cooper,3000,Rufus Sewell,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,348,USA,2012,3000,98000
113,Kevin McNally,537,Will Patton,art thief|insurance|mask|master thief|reference to iron maiden,274,USA,1999,427,0
30,Kaitlyn Dever,995,Hector Elizondo,family relationships|husband wife relationship|live studio audience|sitcom|three word title,87,USA,,363,0
121,Mitch Pileggi,940,Martin Landau,agent|alien|bomb|fbi|government,297,USA,1998,826,0
102,Nonso Anozie,14000,Colin Firth,5th century|boy|capri|roman legion|soldier,174,UK,2007,394,0
169,Vin Diesel,15000,Tom Hanks,army|invasion|killed in action|normandy|soldier,2277,USA,1998,14000,22000
132,Dominic Cooper,3000,Rami Malek,cross country|custom car|illegal street racing|police officer crushed|street racing,346,USA,2014,3000,32000
127,Lisa Edelstein,2000,Judy Greer,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy,395,USA,2000,955,0
103,Stephen Root,1000,Goran Visnjic,baby|ice|ice age|sleeping|sloth,467,USA,2002,939,3000
136,Michael O'Neill,11000,Morgan Freeman,alien|friend|maine|military|woods,662,USA,2003,599,4000
150,Hal Holbrook,23000,Joseph Gordon-Levitt,cultural conflict|politics|president|slavery|u.s. president,720,USA,2012,826,71000
136,Marcus Chong,18000,Keanu Reeves,artificial reality|computer|matrix|questioning reality|simulated reality,3646,USA,1999,145,25000
140,Miko Hughes,15000,Tom Hanks,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space,296,USA,1995,968,5000
113,Rachel Ticotin,605,Ronny Cox,ambiguous ending|false memory|implanted memory|memory|space colony,391,USA,1990,308,0
104,Aisha Tyler,901,Judge Reinhold,christmas|magic|santa claus|son|toy,116,USA,2002,857,1000
158,Eddie Redmayne,20000,Hugh Jackman,barricade|innkeeper|parole|rebellion|student,845,USA,2012,13000,144000
119,Jean Stapleton,15000,Tom Hanks,bookstore|competing businesses|instant messaging|new york city|shop owner,556,USA,1998,793,0
106,Adam Scott,8000,Will Ferrell,dream|friendship|karaoke|love|slacker,277,USA,2008,3000,0
136,Tony Amendola,12000,Anthony Hopkins,19th century|california|revenge|training|zorro,318,USA,1998,174,0
95,RZA,21000,Robert Downey Jr.,actor|aspiring actor|birth|misadventure|suitcase,285,USA,2010,561,25000
137,Jack O'Connell,769,Finn Wittrock,emaciation|male nudity|plane crash|prisoner of war|torture,351,USA,2014,698,35000
130,Courtney B. Vance,16000,Clint Eastwood,nasa|old age|satellite|space|space shuttle,326,USA,2000,495,0
124,Leon,13000,Sylvester Stallone,money|mountain|rocky mountains|snow|suitcase,172,USA,1993,730,0
108,Samantha Mathis,848,Delroy Lindo,captain|desert|major|park ranger|utah,189,USA,1996,517,0
104,Lily Tomlin,13000,Bruce Willis,altering history|cartoon on tv|childhood|image consultant|one two combo,139,USA,2000,718,0
129,Jay Hernandez,12000,Nicolas Cage,based on true story|police|rescue|rubble|trapped,564,USA,2006,1000,0
117,Kirsten Dunst,8000,Julia Roberts,art|college|school|student|wellesley college,264,USA,2003,4000,0
99,Aasif Mandvi,600,Sayed Badreya,dictator|hotel|oil|overalls|sunglasses,310,USA,2012,346,59000
159,Vinessa Shaw,10000,Tom Cruise,doctor|orgy|party|pianist|sexual fantasy,1500,UK,1999,580,10000
118,Dorian Missick,2000,Quvenzhané Wallis,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,213,USA,2014,1000,16000
105,Adrian Martinez,10000,Will Smith,con artist|con man|deception|rivalry|seduction,221,USA,2015,806,23000
103,Abigail Spencer,27000,Tom Hardy,best friend|cia|cia agent|dating|undercover,238,USA,2012,1000,18000
122,Natasha Lyonne,16000,Ryan Reynolds,blade|blood|dracula|vampire hunter|vampire slayer,514,USA,2004,1000,0
