director_name,num_critic_for_reviews,actor_2_name,gross,movie_title,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,country,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Nora Ephron,60,Michael Moore,10014234,Lucky Numbers ,1,celebrity|lottery|murder|snowmobile|weatherman,http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1,69,France,65000000,2000,909,5.0,177
Stuart Beattie,308,Kevin Grevioux,19059018,I, Frankenstein ,0,army|creature|demon|frankenstein|gargoyle,http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1,194,Australia,65000000,2014,593,5.1,15000
Roman Polanski,127,Barney Clark,1987287,Oliver Twist ,0,boy|character name in title|orphan|pickpocket|workhouse,http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1,138,UK,50000000,2005,85,6.9,0
Rob Bowman,196,Cary-Hiroyuki Tagawa,24407944,Elektra ,0,assassin|battle|heroine|martial arts|spin off,http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1,380,Canada,43000000,2005,1000,4.8,0
Frank Miller,339,Bruce Willis,13750556,Sin City: A Dame to Kill For ,3,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1,239,USA,65000000,2014,13000,6.5,32000
Sydney Pollack,96,Kristin Scott Thomas,31054924,Random Hearts ,1,death|plane crash|police|police sergeant|politician,http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1,290,USA,64000000,1999,1000,5.1,295
Baltasar Kormákur,361,Martin Henderson,43247140,Everest ,0,blizzard|mount everest|mountain|mountain climbing|snow,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,265,UK,55000000,2015,580,7.1,40000
Tom Tykwer,226,David Calder,2208939,Perfume: The Story of a Murderer ,0,18th century|perfume|scent|sense of smell|smell,http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,482,Germany,50000000,2006,27,7.5,26000
Jay Roach,194,Josh Zuckerman,213079163,Austin Powers in Goldmember ,2,fem bot|prison|seductive fembot|spy|time travel,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,795,USA,63000000,2002,522,6.2,0
David Bowers,138,Charlize Theron,19548064,Astro Boy ,1,betrayal|futuristic|gladiator|robot|scientist,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,77,Hong Kong,65000000,2009,9000,6.3,0
Steven Spielberg,308,Ariana Richards,356784000,Jurassic Park ,0,dinosaur|jurassic park|survival|theme park|tyrannosaurus rex,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,895,USA,63000000,1993,610,8.1,19000
Lawrence Kasdan,40,Catherine O'Hara,25052000,Wyatt Earp ,0,historically inaccurate|name calling|penis slur|vomiting|wyatt earp,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,145,USA,63000000,1994,925,6.6,0
